State/Province,merged_clade,collection_date
North Carolina,cluster_iva-02B,2013
North Carolina,cluster_iva-02B,2013
North Carolina,delta1b-02A,2013
North Carolina,delta1b-02A,2013
North Carolina,delta1b-02A,2013
North Carolina,gamma-02B,2013
North Carolina,delta1b-02A,2013
North Carolina,cluster_iva-02B,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02A,2013
North Carolina,cluster_iva-02B,2013
Minnesota,delta1a-02A,2013
Nebraska,delta1b-02B,2013
Minnesota,cluster_ivb-02B,2013
Iowa,cluster_iva-02B,2013
Minnesota,cluster_iva-02B,2013
Iowa,delta1b-02A,2013
Nebraska,delta1b-02B,2013
Minnesota,cluster_iva-02B,2013
Illinois,delta1b-02A,2013
Minnesota,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Iowa,cluster_iva-02B,2013
Illinois,cluster_iva-02A,2013
Illinois,cluster_ivc-02B,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02A,2013
Indiana,delta1b-02A,2013
Iowa,cluster_ivb-02B,2013
Iowa,cluster_iv-02A,2013
Minnesota,delta1a-02A,2013
Nebraska,delta1b-02A,2013
North Carolina,delta1b-02A,2013
North Carolina,delta2-98B,2013
North Carolina,delta1b-02A,2013
North Carolina,cluster_iva-02B,2013
Oklahoma,delta1b-02A,2013
Oklahoma,delta1b-02A,2013
Oklahoma,delta1b-02A,2013
Oklahoma,delta1b-02A,2013
Unknown,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Minnesota,cluster_ivb-02B,2013
Minnesota,cluster_ivf-98A,2013
Unknown,delta1b-98A,2013
Indiana,cluster_iva-02B,2013
Minnesota,alpha-02B,2013
South Dakota,delta1a-02A,2013
Kansas,delta1a-02A,2013
Kansas,cluster_iva-02B,2013
Kansas,delta1b-02A,2013
Iowa,delta1b-02A,2013
Minnesota,cluster_iva-02B,2013
South Dakota,delta1b-98A,2013
Minnesota,delta1b-02A,2013
Iowa,cluster_iva-02B,2013
Minnesota,cluster_ivb-02B,2013
Nebraska,delta1a-02A,2013
Nebraska,cluster_iva-02A,2013
Nebraska,delta1b-02A,2013
Iowa,cluster_iva-02B,2013
Minnesota,cluster_ivb-02B,2013
Iowa,delta1b-02A,2013
Nebraska,delta1a-02A,2013
Nebraska,cluster_iva-02A,2013
North Carolina,delta2-02B,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02B,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02A,2013
Illinois,delta1b-02A,2013
Illinois,gamma-02A,2013
Indiana,cluster_iva-02B,2013
Iowa,cluster_iva-02B,2013
Iowa,cluster_iva-02A,2013
Iowa,delta1b-02B,2013
Iowa,delta1b-02A,2013
Iowa,cluster_iva-02A,2013
Iowa,cluster_iva-02B,2013
Iowa,cluster_iva-02B,2013
Iowa,delta1b-02A,2013
Iowa,cluster_iva-02B,2013
Minnesota,cluster_ivf-98A,2013
Minnesota,cluster_ivf-98A,2013
Minnesota,cluster_ivb-02B,2013
Minnesota,cluster_iva-02B,2013
North Carolina,cluster_iva-02B,2013
North Carolina,delta1b-02A,2013
North Carolina,delta2-98B,2013
North Carolina,cluster_iva-02B,2013
North Carolina,delta1b-02A,2013
North Carolina,delta1b-02A,2013
North Carolina,delta2-98B,2013
North Carolina,cluster_iva-02B,2013
North Carolina,cluster_iva-02B,2013
North Carolina,delta2-98B,2013
North Carolina,cluster_iva-02B,2013
North Carolina,delta2-98B,2013
North Carolina,gamma-02B,2013
North Carolina,delta1b-02A,2013
North Carolina,cluster_iva-02B,2013
North Carolina,delta2-98B,2013
North Carolina,delta2-98B,2013
North Carolina,delta1b-02A,2013
North Carolina,cluster_iva-02B,2013
North Carolina,cluster_iva-02B,2013
Oklahoma,delta1b-02A,2013
Unknown,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
North Carolina,delta1b-02A,2013
Illinois,cluster_ive-02A,2013
Minnesota,delta1a-02A,2013
Indiana,delta1b-02A,2013
Indiana,cluster_iva-02B,2013
Minnesota,delta1a-02A,2013
Minnesota,delta1b-02A,2013
Minnesota,delta1a-02B,2013
Iowa,cluster_iva-02B,2013
Minnesota,cluster_iva-02B,2013
Nebraska,cluster_iva-02A,2013
Oklahoma,delta1b-02A,2013
Minnesota,cluster_ivb-02B,2013
Minnesota,delta1b-98A,2013
Minnesota,cluster_iva-02B,2013
Maryland,cluster_iva-02B,2013
South Dakota,cluster_iva-02A,2013
Illinois,delta1a-02A,2013
Illinois,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Illinois,delta1b-02A,2013
Iowa,cluster_ivb-02B,2013
Iowa,cluster_iva-02B,2013
Iowa,delta1b-02A,2013
North Carolina,delta2-98B,2013
North Carolina,delta1b-02A,2013
North Carolina,cluster_iva-02B,2013
North Carolina,gamma-98B,2013
Kansas,delta1b-02A,2013
Kansas,cluster_iva-02B,2013
Kansas,cluster_iva-02B,2013
Nebraska,cluster_iva-02A,2013
North Carolina,delta2-98B,2013
South Dakota,cluster_iva-02B,2013
South Dakota,cluster_ivb-02B,2013
Minnesota,delta1b-02A,2013
Minnesota,delta1b-02A,2013
Nebraska,cluster_iva-02B,2013
Nebraska,cluster_iva-02B,2013
Illinois,cluster_ivb-02B,2013
Unknown,delta1b-98A,2013
Illinois,cluster_iva-02B,2013
Nebraska,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Illinois,cluster_iva-02B,2013
Minnesota,delta1b-02A,2013
Nebraska,cluster_iva-02A,2013
Illinois,cluster_iva-02B,2013
North Carolina,delta1b-02B,2013
Unknown,delta1b-98A,2013
Illinois,cluster_iva-02B,2013
Minnesota,cluster_iva-02A,2013
Minnesota,delta1a-02A,2013
Illinois,cluster_iva-02B,2013
Minnesota,cluster_ivb-02B,2013
Minnesota,cluster_ivb-02B,2013
Nebraska,delta1b-02A,2013
Illinois,delta1b-02A,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02A,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,gamma-02B,2014
Illinois,cluster_ivb-02B,2014
Illinois,pdmh1-02B,2014
Minnesota,delta1a-02A,2014
Missouri,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Oklahoma,delta2-98B,2014
Indiana,cluster_iva-02B,2014
Nebraska,delta1b-02A,2014
Nebraska,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Minnesota,delta1b-02A,2014
Nebraska,delta1b-02A,2014
Nebraska,delta1b-02A,2014
Iowa,cluster_iva-02B,2014
Indiana,cluster_iva-02B,2014
Texas,delta1b-02A,2014
Illinois,cluster_ive-02A,2014
Indiana,delta1b-02A,2014
Indiana,delta1b-02A,2014
Nebraska,cluster_iva-02B,2014
Indiana,delta1b-02A,2014
Indiana,delta1b-02A,2014
Indiana,cluster_iva-02B,2014
Minnesota,cluster_iva-02B,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02A,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,delta1b-02A,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02A,2014
Illinois,delta1b-02A,2014
Illinois,delta1b-02A,2014
Indiana,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Oklahoma,delta1b-02A,2014
Illinois,delta1a-02A,2014
Nebraska,cluster_iva-02B,2014
Minnesota,cluster_iva-02A,2014
Iowa,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Nebraska,delta1a-02A,2014
Minnesota,cluster_iva-02A,2014
South Dakota,cluster_iva-02B,2014
Illinois,cluster_ivb-02B,2014
Illinois,cluster_ivb-02B,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iv-02A,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Indiana,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Iowa,delta1b-02A,2014
Iowa,delta1b-02A,2014
Iowa,delta1b-02A,2014
Iowa,delta1b-02B,2014
Iowa,delta1b-02A,2014
Missouri,cluster_iv-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-02B,2014
North Carolina,delta2-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02A,2014
North Carolina,delta2-98B,2014
Nebraska,delta1a-02A,2014
Kansas,cluster_iva-02A,2014
Minnesota,cluster_iva-02A,2014
Illinois,cluster_ive-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_ive-02A,2014
Indiana,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Kansas,delta1a-02A,2014
North Carolina,delta2-98B,2014
Illinois,cluster_ive-02A,2014
Minnesota,cluster_iva-02B,2014
Nebraska,cluster_iva-02A,2014
Nebraska,delta1a-02A,2014
Illinois,cluster_iva-02A,2014
Illinois,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Iowa,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Iowa,delta1a-02A,2014
Iowa,cluster_iva-02B,2014
Kansas,delta1a-02A,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta1b-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
South Dakota,delta1b-98A,2014
Iowa,cluster_iva-02B,2014
Minnesota,delta1a-02A,2014
South Dakota,cluster_ivd-02B,2014
Indiana,cluster_iva-02B,2014
Missouri,cluster_iva-02B,2014
Missouri,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Nebraska,delta1a-02A,2014
Iowa,delta1a-02A,2014
Nebraska,cluster_iva-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Minnesota,cluster_iva-02B,2014
Nebraska,delta1a-02A,2014
Iowa,cluster_ivb-02B,2014
Nebraska,delta1a-02A,2014
Nebraska,delta1a-02A,2014
Minnesota,cluster_iva-02B,2014
Nebraska,delta1a-02A,2014
Illinois,cluster_iva-02B,2014
Illinois,delta1b-02A,2014
Indiana,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Iowa,delta1b-02A,2014
Iowa,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Minnesota,cluster_iva-02B,2014
Minnesota,delta1a-02B,2014
Minnesota,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta1b-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Unknown,cluster_iva-02B,2014
Unknown,delta1b-02A,2014
Unknown,cluster_iva-02B,2014
Unknown,delta1b-02A,2014
Iowa,cluster_ivb-02B,2014
Indiana,delta1b-02A,2014
Nebraska,cluster_iva-02A,2014
Nebraska,delta1b-02A,2014
Iowa,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
South Dakota,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Minnesota,delta1a-02B,2014
Minnesota,delta1a-02B,2014
Minnesota,delta1a-02A,2014
Iowa,cluster_iva-02B,2014
Indiana,delta1b-02A,2014
Oklahoma,cluster_iva-02B,2014
Unknown,delta1b-02A,2014
Minnesota,delta1a-02B,2014
Minnesota,delta1a-02A,2014
Minnesota,delta1a-02A,2014
Minnesota,delta1a-02A,2014
Iowa,cluster_iva-02B,2014
Minnesota,delta1a-02A,2014
South Dakota,delta1a-02B,2014
Minnesota,cluster_ivb-02B,2014
Michigan,cluster_iva-02B,2014
Nebraska,cluster_iva-02A,2014
Unknown,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Minnesota,cluster_iva-02B,2014
Illinois,cluster_ivb-02B,2014
North Carolina,cluster_iva-02B,2014
South Dakota,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Iowa,cluster_iv-02A,2014
Nebraska,cluster_iva-02A,2014
South Dakota,cluster_iva-02B,2014
Indiana,delta1b-02A,2014
Iowa,cluster_ivb-02A,2014
Kansas,cluster_iva-02B,2014
California,cluster_iva-02B,2014
Kansas,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Iowa,delta1b-02A,2014
North Carolina,delta2-98B,2014
Kansas,cluster_iva-02B,2014
Kansas,delta2-98B,2014
Kansas,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Minnesota,cluster_iva-02B,2014
Minnesota,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
Illinois,cluster_ive-02A,2014
Indiana,cluster_ivb-02B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
Minnesota,gamma-02B,2014
North Carolina,delta2-98B,2014
Minnesota,cluster_ivb-02B,2014
North Carolina,delta2-98B,2014
Iowa,delta1b-02A,2014
North Dakota,cluster_ivb-02B,2014
Nebraska,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Iowa,delta1a-02A,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
South Dakota,delta1a-02A,2014
Nebraska,cluster_iva-02A,2014
Illinois,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
South Dakota,delta1a-02A,2014
North Carolina,delta1b-02A,2014
Illinois,cluster_iva-02B,2014
Indiana,delta1b-02A,2014
Iowa,delta1a-02A,2014
South Dakota,delta1a-02B,2014
Iowa,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Iowa,cluster_ivb-02B,2014
Kansas,cluster_iv-02A,2014
Kansas,cluster_iv-02A,2014
North Carolina,delta2-98B,2014
Iowa,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
Illinois,cluster_iva-02B,2014
Illinois,cluster_iva-02B,2014
Kansas,delta1b-98B,2014
North Carolina,delta2-98B,2014
Illinois,delta1b-98A,2014
North Carolina,cluster_iva-02B,2014
Minnesota,cluster_ivb-02B,2014
Minnesota,cluster_ivb-02B,2014
Minnesota,cluster_ivb-02B,2014
Minnesota,cluster_ivb-02B,2014
North Carolina,delta2-98B,2014
Illinois,delta1b-02A,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Kansas,gamma-02B,2014
North Carolina,cluster_iva-02B,2014
Indiana,cluster_ivb-02B,2014
Iowa,cluster_ivb-02B,2014
Minnesota,cluster_ivb-02B,2014
Nebraska,delta1b-02A,2014
Nebraska,cluster_iva-02A,2014
Minnesota,delta1a-02A,2014
Minnesota,delta1a-02B,2014
Iowa,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Iowa,cluster_iva-02B,2014
Minnesota,cluster_iva-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Iowa,delta1b-02A,2014
Iowa,cluster_ivb-02B,2014
Minnesota,delta1a-02B,2014
Minnesota,cluster_ivb-02B,2014
North Carolina,delta2-98B,2014
Indiana,cluster_iva-02B,2014
Iowa,cluster_ivb-02B,2014
Minnesota,delta1a-02A,2014
Pennsylvania,cluster_iva-02A,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
Iowa,delta1a-02B,2014
Indiana,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Illinois,delta1b-02A,2014
Iowa,cluster_iva-02A,2014
Indiana,delta1b-02A,2014
Kansas,cluster_ivb-02B,2014
Kansas,cluster_ivb-02B,2014
Kansas,cluster_ivb-02B,2014
Kansas,cluster_ivb-02B,2014
Nebraska,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
Iowa,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
Illinois,delta1a-02A,2014
Illinois,cluster_iva-02B,2014
Indiana,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Iowa,delta1a-02A,2014
Iowa,cluster_iva-02B,2014
Kansas,cluster_ivb-02B,2014
Nebraska,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Nebraska,cluster_iva-02B,2014
Nebraska,cluster_iva-02A,2014
Minnesota,alpha-02B,2014
North Carolina,cluster_iva-02B,2014
Illinois,delta1b-02A,2014
Nebraska,cluster_iva-02A,2014
North Carolina,delta2-98B,2014
Indiana,delta2-98B,2014
North Carolina,delta2-02B,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
Iowa,delta1a-02B,2014
Minnesota,cluster_iva-02B,2014
Minnesota,delta1a-02A,2014
North Carolina,delta2-98B,2014
Nebraska,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Iowa,delta1b-02A,2014
Nebraska,delta1a-02A,2014
Iowa,cluster_ivb-02B,2014
Iowa,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Indiana,delta2-98B,2014
Minnesota,delta1a-02B,2014
Iowa,gamma-02A,2014
Indiana,cluster_ivb-02B,2014
Iowa,2010.1-02A,2014
North Carolina,delta2-98B,2014
Illinois,cluster_iva-02B,2014
Iowa,delta1a-02A,2014
North Carolina,delta2-98B,2014
South Dakota,cluster_ivd-02A,2014
North Carolina,delta2-98B,2014
Arkansas,cluster_ivb-02B,2014
Arkansas,cluster_iva-02B,2014
Iowa,2010.1-02A,2014
Ohio,delta2-98B,2014
Illinois,cluster_iva-02B,2014
Indiana,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Minnesota,delta1a-02B,2014
Minnesota,delta1a-02B,2014
Illinois,cluster_iva-02B,2014
Illinois,beta-02B,2014
Iowa,2010.1-02A,2014
Oklahoma,delta1a-02A,2014
South Dakota,delta1a-02B,2014
Illinois,delta1b-98A,2014
Minnesota,delta1b-02A,2014
Illinois,beta-02A,2014
Iowa,delta1b-02A,2014
Arkansas,cluster_ivb-02B,2014
Illinois,cluster_ivb-02B,2014
Minnesota,cluster_ivb-02B,2014
Illinois,cluster_ivb-02B,2014
Minnesota,delta1a-02B,2014
Illinois,cluster_iva-02B,2014
Nebraska,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Arkansas,cluster_iva-02B,2014
Indiana,delta1a-02B,2014
Indiana,cluster_iva-98B,2014
Arkansas,cluster_iva-02B,2014
Arkansas,cluster_ivb-02B,2014
Nebraska,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
Ohio,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
Illinois,cluster_ive-02A,2014
Iowa,cluster_iva-02B,2014
Oklahoma,delta1a-02A,2014
Arkansas,cluster_iva-02B,2014
Indiana,cluster_iva-02B,2014
Illinois,cluster_ivb-02B,2014
Indiana,cluster_iva-02B,2014
Kansas,delta2-98B,2014
Kansas,delta2-98B,2014
Kansas,delta2-98B,2014
Kansas,cluster_iva-02B,2014
Kansas,delta2-98B,2014
Kansas,delta2-98B,2014
Kansas,delta2-98B,2014
Minnesota,delta1a-02A,2014
North Carolina,cluster_iva-02B,2014
Ohio,cluster_iva-02B,2014
Oklahoma,delta2-98B,2014
Arkansas,cluster_iva-02B,2014
Illinois,cluster_ive-02A,2014
Indiana,cluster_iva-02B,2014
Nebraska,cluster_iva-02A,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
North Carolina,cluster_iva-02B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
North Carolina,delta2-98B,2014
Arkansas,cluster_iva-02B,2014
Indiana,cluster_iva-02B,2014
Indiana,gamma-02B,2014
Iowa,delta2-98B,2014
Missouri,cluster_iva-02B,2014
Missouri,2010.1-02B,2014
Missouri,2010.1-02B,2014
Ohio,delta2-98B,2014
Ohio,delta2-98B,2014
Minnesota,gamma-02B,2014
Minnesota,cluster_iva-02B,2014
Oklahoma,delta1a-02A,2014
Oklahoma,cluster_iva-02B,2014
Illinois,cluster_ivb-02B,2014
Minnesota,cluster_iva-02B,2014
Nebraska,cluster_iva-02A,2014
Oklahoma,cluster_iva-02B,2014
Iowa,cluster_iva-02B,2014
Arkansas,cluster_ivb-02B,2014
Arkansas,delta2-98B,2014
Arkansas,cluster_ivb-02B,2014
Minnesota,delta1a-02A,2014
Illinois,cluster_ivb-02B,2014
Iowa,delta1b-02A,2014
Minnesota,delta1a-02A,2014
North Carolina,cluster_iva-02B,2015
Illinois,delta1b-02B,2015
Indiana,delta2-98B,2015
Iowa,delta1b-02A,2015
Minnesota,delta1a-02A,2015
Illinois,cluster_ive-02A,2015
North Carolina,cluster_iva-02B,2015
Minnesota,delta1a-02A,2015
Missouri,2010.1-02B,2015
Illinois,cluster_ive-02A,2015
North Carolina,cluster_iva-02B,2015
Illinois,cluster_iva-02B,2015
Kansas,cluster_iva-02B,2015
Nebraska,cluster_iva-02A,2015
Illinois,cluster_ive-02A,2015
Indiana,delta2-98B,2015
Indiana,delta2-98B,2015
Minnesota,delta1a-02A,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
Illinois,cluster_ive-02A,2015
Iowa,delta2-98B,2015
Illinois,cluster_ive-02A,2015
Illinois,cluster_iva-02B,2015
Nebraska,cluster_iva-02B,2015
Illinois,cluster_ive-02A,2015
Illinois,cluster_iva-02B,2015
Ohio,delta2-98B,2015
Ohio,delta2-98B,2015
Illinois,gamma-02A,2015
Minnesota,alpha-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,cluster_ivb-02B,2015
Arkansas,delta1a-02B,2015
Iowa,alpha-02B,2015
Nebraska,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Iowa,delta1b-02A,2015
Missouri,2010.1-02B,2015
North Carolina,delta2-98B,2015
Illinois,delta1a-02B,2015
Indiana,delta1a-02B,2015
Indiana,delta2-98B,2015
Indiana,delta1a-02B,2015
Iowa,cluster_iva-02B,2015
Minnesota,delta1a-02B,2015
Arkansas,delta1a-02B,2015
Iowa,delta2-98B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_ivb-02B,2015
Iowa,delta1a-02A,2015
Illinois,cluster_iva-02B,2015
Illinois,cluster_iva-02B,2015
Indiana,delta2-98B,2015
Nebraska,delta1b-02A,2015
Arkansas,delta1a-02B,2015
Illinois,delta1a-02B,2015
North Carolina,cluster_iva-02B,2015
Oklahoma,delta1a-02B,2015
Indiana,delta2-98B,2015
Oklahoma,delta1a-02B,2015
Arkansas,delta1a-02B,2015
Arkansas,delta1a-02B,2015
Iowa,cluster_iva-02B,2015
Oklahoma,delta1a-02B,2015
Oklahoma,delta1a-02B,2015
Oklahoma,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Indiana,delta1a-02A,2015
Illinois,delta1a-02B,2015
Pennsylvania,delta2-98B,2015
Indiana,delta2-98B,2015
Ohio,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Arkansas,delta1a-02B,2015
Iowa,cluster_ivb-02B,2015
Arkansas,delta1a-02B,2015
Indiana,cluster_iva-02B,2015
Nebraska,cluster_iva-02A,2015
Illinois,cluster_iva-02B,2015
Iowa,delta1b-02A,2015
Iowa,delta1b-02A,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
Illinois,gamma-02B,2015
Indiana,delta1a-02B,2015
Indiana,delta1a-02B,2015
Illinois,cluster_ive-02A,2015
Indiana,delta2-98B,2015
Indiana,delta2-98B,2015
Iowa,gamma-02B,2015
California,cluster_ivb-02B,2015
California,cluster_ivb-02B,2015
Nebraska,cluster_iva-02A,2015
North Carolina,cluster_iva-02B,2015
Illinois,cluster_ive-02A,2015
Illinois,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
South Dakota,delta1b-02A,2015
Michigan,delta1a-02B,2015
Illinois,cluster_ive-02A,2015
Oklahoma,delta1a-02B,2015
Nebraska,delta1b-02A,2015
Nebraska,alpha-02B,2015
Nebraska,alpha-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
Missouri,2010.1-02B,2015
South Dakota,cluster_ivb-02B,2015
Nebraska,delta1a-02A,2015
Indiana,delta1a-02B,2015
Illinois,delta1a-02B,2015
Missouri,2010.1-02B,2015
Minnesota,delta1a-02B,2015
Minnesota,2010.1-02A,2015
Missouri,2010.1-02B,2015
Illinois,cluster_ive-02A,2015
Indiana,cluster_iva-02B,2015
Minnesota,cluster_ivb-02B,2015
Iowa,delta1a-02A,2015
Nebraska,cluster_iva-02B,2015
Nebraska,cluster_iva-02B,2015
Iowa,cluster_iva-02B,2015
Nebraska,cluster_iva-02B,2015
Nebraska,delta1a-02A,2015
Nebraska,delta1a-02A,2015
North Carolina,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Nebraska,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Iowa,delta1b-02A,2015
Nebraska,delta1a-02A,2015
Nebraska,delta1a-02A,2015
Arkansas,delta1a-02B,2015
Arkansas,delta1a-02B,2015
Illinois,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Iowa,2010.1-02A,2015
Illinois,delta1a-02B,2015
Ohio,delta1a-02B,2015
Arkansas,delta1a-02B,2015
Illinois,delta1a-02B,2015
Iowa,delta1b-02A,2015
Minnesota,cluster_ivb-02B,2015
Minnesota,delta1a-02A,2015
Minnesota,cluster_ivb-02B,2015
Missouri,2010.1-02B,2015
South Dakota,cluster_ivd-02A,2015
Missouri,2010.1-02B,2015
